Sentence,Noun,Gender,Case
"Der Sozialstaat ist ein Staat, der auf einem sehr sozialen Modell basiert",Sozialstaat,Masc,Nom
"Der Sozialstaat ist ein Staat, der auf einem sehr sozialen Modell basiert",Staat,Masc,Nom
"Der Sozialstaat ist ein Staat, der auf einem sehr sozialen Modell basiert",Modell,Neut,Dat
Der Adel hat seine gesamte Macht während der Revolution verloren,Adel,Masc,Nom
Der Adel hat seine gesamte Macht während der Revolution verloren,Macht,Fem,Acc
Der Adel hat seine gesamte Macht während der Revolution verloren,Revolution,Fem,Gen
Der Aufschwung der Bourgeoisie hat zu der französischen Revolution beigetragen,Aufschwung,Masc,Nom
Der Aufschwung der Bourgeoisie hat zu der französischen Revolution beigetragen,Bourgeoisie,Fem,Gen
Der Aufschwung der Bourgeoisie hat zu der französischen Revolution beigetragen,Revolution,Fem,Dat
Er hat seinen Adelstitel nach einem historischen Kampf erhalten,Adelstitel,Masc,Acc
Er hat seinen Adelstitel nach einem historischen Kampf erhalten,Kampf,Masc,Dat
Die Demonstrationen protestieren gegen die Bildungsreformen,Demonstrationen,Fem,Nom
Die Demonstrationen protestieren gegen die Bildungsreformen,Bildungsreformen,Fem,Acc
Der Rassismus ist in diesem Land nicht komplett verschwunden,Rassismus,Masc,Nom
Der Rassismus ist in diesem Land nicht komplett verschwunden,Land,Neut,Dat
Die Han stellen eine mehrheitliche ethnische Gruppe in China dar,Gruppe,Fem,Nom
London ist eine multikulturelle Stadt,Stadt,Fem,Nom
Dieses Viertel ist multiethnisch,Viertel,Neut,Nom
Der Präfekt hat das Einschreiten der Polizei angeordnet,Präfekt,Masc,Nom
Der Präfekt hat das Einschreiten der Polizei angeordnet,Einschreiten,Neut,Nom
Der Präfekt hat das Einschreiten der Polizei angeordnet,Polizei,Fem,Gen
Die Zusammenarbeit unter der Besetzung ist immernoch ein sensibles Thema für hunderte von Leuten,Zusammenarbeit,Fem,Nom
Die Zusammenarbeit unter der Besetzung ist immernoch ein sensibles Thema für hunderte von Leuten,Besetzung,Fem,Dat
Die Zusammenarbeit unter der Besetzung ist immernoch ein sensibles Thema für hunderte von Leuten,Thema,Neut,Nom
Die Zusammenarbeit unter der Besetzung ist immernoch ein sensibles Thema für hunderte von Leuten,hunderte,Neut,Acc
Die Verfolgungen von Minderheitsethnien dauern an,Verfolgungen,Fem,Nom
Die Verfolgungen von Minderheitsethnien dauern an,Minderheitsethnien,Fem,Dat
Der Familienklan genoss einen guten Ruf,Familienklan,Masc,Nom
Der Familienklan genoss einen guten Ruf,Ruf,Masc,Acc
Die Unabhängigkeitserklärung ist in dieser Kirche unterzeichnet worden,Unabhängigkeitserklärung,Fem,Nom
Die Unabhängigkeitserklärung ist in dieser Kirche unterzeichnet worden,Kirche,Fem,Dat
Die Region ist für eine größere Autonomie,Region,Fem,Nom
Die Region ist für eine größere Autonomie,Autonomie,Fem,Acc
Die französische Bürokratie ist bekannt für ihre Langsamkeit,Bürokratie,Fem,Nom
Die französische Bürokratie ist bekannt für ihre Langsamkeit,Langsamkeit,Fem,Acc
Die Regionalisierung ist der Übergang von Kompetenzen von der Hauptstadt zur Provinz,Regionalisierung,Fem,Nom
Die Regionalisierung ist der Übergang von Kompetenzen von der Hauptstadt zur Provinz,Übergang,Masc,Nom
Die Regionalisierung ist der Übergang von Kompetenzen von der Hauptstadt zur Provinz,Kompetenzen,Fem,Dat
Die Regionalisierung ist der Übergang von Kompetenzen von der Hauptstadt zur Provinz,Hauptstadt,Fem,Dat
Die Regionalisierung ist der Übergang von Kompetenzen von der Hauptstadt zur Provinz,Provinz,Fem,Dat
Die Zentralisierung ist die Konzentration der Kompetenzen auf die Hauptstadt des Landes,Zentralisierung,Fem,Nom
Die Zentralisierung ist die Konzentration der Kompetenzen auf die Hauptstadt des Landes,Konzentration,Fem,Nom
Die Zentralisierung ist die Konzentration der Kompetenzen auf die Hauptstadt des Landes,Kompetenzen,Fem,Gen
Die Zentralisierung ist die Konzentration der Kompetenzen auf die Hauptstadt des Landes,Hauptstadt,Fem,Acc
Die Zentralisierung ist die Konzentration der Kompetenzen auf die Hauptstadt des Landes,Landes,Neut,Gen
Der Schiedsrichter sollte unparteiisch sein,Schiedsrichter,Masc,Nom
Die gegnerische Mannschaft spielt mit einem Spieler weniger,Mannschaft,Fem,Nom
Die gegnerische Mannschaft spielt mit einem Spieler weniger,Spieler,Masc,Dat
Die Ersatzspieler wärmen sich gerade auf,Ersatzspieler,Masc,Nom
Einer der Angreifer hat eine gelbe Karte bekommen,Angreifer,Masc,Gen
Einer der Angreifer hat eine gelbe Karte bekommen,Karte,Fem,Acc
Der Spieler hatte diese rote Karte nicht verdient,Spieler,Masc,Nom
Der Spieler hatte diese rote Karte nicht verdient,Karte,Fem,Acc
Das Spiel war sehr knapp,Spiel,Neut,Nom
Diese Mannschaft hat drei Tore in einem Spiel geschossen,Mannschaft,Fem,Nom
Diese Mannschaft hat drei Tore in einem Spiel geschossen,Tore,Neut,Acc
Diese Mannschaft hat drei Tore in einem Spiel geschossen,Spiel,Neut,Dat
Die Verteidiger haben den Gegenangriff abgewehrt,Verteidiger,Masc,Nom
Die Verteidiger haben den Gegenangriff abgewehrt,Gegenangriff,Masc,Acc
Er ist Angreifer in einer Fußballmannschaft,Angreifer,Masc,Nom
Er ist Angreifer in einer Fußballmannschaft,Fußballmannschaft,Fem,Dat
Das Finale wird nächste Woche ausgetragen,Finale,Neut,Nom
Das Finale wird nächste Woche ausgetragen,Woche,Fem,Acc
Die Olympischen Spiele werden alle vier Jahre organisiert,Spiele,Neut,Nom
Die Olympischen Spiele werden alle vier Jahre organisiert,Jahre,Neut,Nom
Die griechische Mannschaft hat eine Medaille im Speerwurf erhalten,Mannschaft,Fem,Nom
Die griechische Mannschaft hat eine Medaille im Speerwurf erhalten,Medaille,Fem,Acc
Die griechische Mannschaft hat eine Medaille im Speerwurf erhalten,Speerwurf,Masc,Dat
Der Laderaum des Busses ist voll,Laderaum,Masc,Nom
Der Laderaum des Busses ist voll,Busses,Masc,Gen
Der Zug fährt in den Bahnhof,Zug,Masc,Nom
Der Zug fährt in den Bahnhof,Bahnhof,Masc,Acc
Das Flugzeug wird bald starten,Flugzeug,Neut,Nom
Der Helikopter überfliegt die Demonstration,Helikopter,Masc,Nom
Der Helikopter überfliegt die Demonstration,Demonstration,Fem,Nom
Das Auto ist bei dem Lebensmittelgeschäft geparkt,Auto,Neut,Nom
Das Auto ist bei dem Lebensmittelgeschäft geparkt,Lebensmittelgeschäft,Neut,Dat
Wo hast du dein Fahrrad hingetan?,Fahrrad,Neut,Acc
Nehmen wir ein Taxi oder warten wir auf den Bus?,Taxi,Neut,Acc
Nehmen wir ein Taxi oder warten wir auf den Bus?,Bus,Masc,Acc
Das Boot ist billiger als das Flugzeug,Boot,Neut,Nom
Das Boot ist billiger als das Flugzeug,Flugzeug,Neut,Nom
Wir werden mit der Fähre nach England fahren,Fähre,Fem,Dat
Man muss eine Fähre nehmen um den Fluss zu überqueren,Fähre,Fem,Acc
Man muss eine Fähre nehmen um den Fluss zu überqueren,Fluss,Masc,Acc
Das Ruderboot füllt sich nach und nach mit Wasser,Ruderboot,Neut,Nom
Das Ruderboot füllt sich nach und nach mit Wasser,Wasser,Neut,Dat
Der Bahnhof ist auf der anderen Seite der Stadt,Bahnhof,Masc,Nom
Der Bahnhof ist auf der anderen Seite der Stadt,Seite,Fem,Dat
Der Bahnhof ist auf der anderen Seite der Stadt,Stadt,Fem,Gen
Sie treffen sich am Busbahnhof,Busbahnhof,Masc,Dat
Der Flughafen ist wegen des Schnees geschlossen,Flughafen,Masc,Nom
Der Flughafen ist wegen des Schnees geschlossen,Schnees,Neut,Gen
Der Flugplatz ist ein kleines Flugfeld,Flugplatz,Masc,Nom
Der Flugplatz ist ein kleines Flugfeld,Flugfeld,Neut,Nom
Der Hafen ist wegen des Gewitters geschlossen,Hafen,Masc,Nom
Der Hafen ist wegen des Gewitters geschlossen,Gewitters,Masc,Gen
"Stell deinen Sitz zurück, damit du ein bisschen Platz für deine Beine hast",Sitz,Masc,Acc
"Stell deinen Sitz zurück, damit du ein bisschen Platz für deine Beine hast",Platz,Masc,Acc
"Stell deinen Sitz zurück, damit du ein bisschen Platz für deine Beine hast",Beine,Neut,Acc
Der Motor ist wieder angesprungen,Motor,Masc,Nom
Man muss wieder Benzin in den Tank nachfüllen,Benzin,Neut,Acc
Man muss wieder Benzin in den Tank nachfüllen,Tank,Masc,Acc
Autos mit Diesel verbrauchen weniger,Autos,Neut,Nom
Autos mit Diesel verbrauchen weniger,Diesel,Masc,Dat
Der Ölspiegel ist zu niedrig,Ölspiegel,Masc,Nom
Er fuhr drei Stunden am Stück,Stunden,Fem,Acc
Er fuhr drei Stunden am Stück,Stück,Neut,Dat
Das Flugzeug fliegt in geringer Höhe,Flugzeug,Neut,Nom
Das Flugzeug fliegt in geringer Höhe,Höhe,Fem,Dat
Er wurde am Zoll kontrolliert,Zoll,Masc,Dat
Der Kontrolleur hat sie eine Strafe bezahlen lassen,Kontrolleur,Masc,Nom
Der Kontrolleur hat sie eine Strafe bezahlen lassen,Strafe,Fem,Acc
Die Metro in dieser Stadt ist sehr schmutzig,Stadt,Fem,Dat
Er hatte einen Motorradunfall,Motorradunfall,Masc,Acc
Der Roller hat das Auto rechts überholt,Roller,Masc,Nom
Der Roller hat das Auto rechts überholt,Auto,Neut,Acc
"Ich werde die Tickets kaufen gehen, ich komme gleich wieder",Tickets,Neut,Acc
"Wenn du in der Metro ohne Ticket kontrolliert wirst, bekommst du eine Strafe",Ticket,Neut,Acc
"Wenn du in der Metro ohne Ticket kontrolliert wirst, bekommst du eine Strafe",Strafe,Fem,Acc
"Ein einfacher Hinflug nach Rio, bitte",Hinflug,Masc,Nom
Hin-und Rückflug kosten gleichviel wie ein einfacher Hinflug,Rückflug,Masc,Nom
Hin-und Rückflug kosten gleichviel wie ein einfacher Hinflug,gleichviel,Neut,Acc
Hin-und Rückflug kosten gleichviel wie ein einfacher Hinflug,Hinflug,Masc,Nom
Er packte seine Koffer und ging ohne ein letztes Wort,Koffer,Masc,Acc
Er packte seine Koffer und ging ohne ein letztes Wort,Wort,Neut,Acc
"Nimm einen Rucksack, das wird praktischer sein",Rucksack,Masc,Acc
Das U-Boot ist nahe der Küsten untergegangen,U-Boot,Neut,Nom
Das U-Boot ist nahe der Küsten untergegangen,Küsten,Fem,Gen
Man muss jedes Mal seinen Reisepass zeigen,Mal,Neut,Acc
Man muss jedes Mal seinen Reisepass zeigen,Reisepass,Masc,Acc
Dein Sitz ist ganz am Ende des Busses,Sitz,Masc,Nom
Dein Sitz ist ganz am Ende des Busses,Ende,Neut,Dat
Dein Sitz ist ganz am Ende des Busses,Busses,Masc,Gen
Fenster-Seite oder Gang-Seite?,Fenster-Seite,Fem,Nom
Fenster-Seite oder Gang-Seite?,Gang-Seite,Neut,Nom
Der Zug ist wieder zu spät,Zug,Masc,Nom
Beeil dich wenn du pünktlich bei deinem Treffen sein willst,Beeil,Masc,Nom
Beeil dich wenn du pünktlich bei deinem Treffen sein willst,Treffen,Neut,Dat
"Ich möchte lieber zu früh ankommen, um kein Risiko einzugehen",Risiko,Neut,Acc
Ich warte auf die Straßenbahn,Straßenbahn,Fem,Acc
Der Schlafwagen war nicht sehr gemütlich,Schlafwagen,Fem,Gen
Der Heißluftballon stürzte kurz nach dem Start ins Meer,Heißluftballon,Masc,Nom
Der Heißluftballon stürzte kurz nach dem Start ins Meer,Start,Masc,Dat
Der Heißluftballon stürzte kurz nach dem Start ins Meer,Meer,Neut,Acc
Alle Tankstellen liegen auf dem Trockenen in dieser Region,Tankstellen,Fem,Nom
Alle Tankstellen liegen auf dem Trockenen in dieser Region,Trockenen,Neut,Dat
Alle Tankstellen liegen auf dem Trockenen in dieser Region,Region,Fem,Dat
Ein Shuttle ermöglicht bis zum Flughafen zu kommen,Shuttle,Masc,Nom
Ein Shuttle ermöglicht bis zum Flughafen zu kommen,Flughafen,Masc,Dat
Die Flüge sind heute wegen des schlechten Wetters gecancelt,Flüge,Masc,Nom
Die Flüge sind heute wegen des schlechten Wetters gecancelt,Wetters,Masc,Gen
Die Rakete startet morgen,Rakete,Fem,Nom
Ich bin im hinteren Wagen,Wagen,Masc,Dat
Das Boot hat seinen Anker in einer Bucht ausgeworfen,Boot,Neut,Nom
Das Boot hat seinen Anker in einer Bucht ausgeworfen,Anker,Masc,Acc
Das Boot hat seinen Anker in einer Bucht ausgeworfen,Bucht,Fem,Dat
Die Kabinen sind nicht komfortabel,Kabinen,Fem,Nom
Die Panne ist sicherlich auf ein Zündungsproblem zurückzuführen,Panne,Fem,Nom
Die Panne ist sicherlich auf ein Zündungsproblem zurückzuführen,Zündungsproblem,Neut,Acc
"Bravo,jetzt musst du die Stoßstange ersetzen",Stoßstange,Fem,Acc
Der Tank ist leer,Tank,Masc,Nom
"Hör auf, auf den Beschleuniger zu drücken",Hör,Fem,Nom
"Hör auf, auf den Beschleuniger zu drücken",Beschleuniger,Masc,Acc
Das Nummernschild ist unleserlich,Nummernschild,Neut,Nom
Die Lokomotive rast davon,Lokomotive,Fem,Nom
Alle Abteile dieses Wagens sind voll,Abteile,Masc,Nom
Alle Abteile dieses Wagens sind voll,Wagens,Masc,Gen
Die Arbeiter legen gerade Schienen,Arbeiter,Masc,Nom
Die Arbeiter legen gerade Schienen,Schienen,Fem,Acc
Die Flügelspitzen reagieren nicht mehr auf die Befehle,Flügelspitzen,Fem,Nom
Die Flügelspitzen reagieren nicht mehr auf die Befehle,Befehle,Masc,Acc
"Ein Ticket in der Ersten Klasse, bitte",Ticket,Neut,Nom
"Ein Ticket in der Ersten Klasse, bitte",Klasse,Fem,Dat
Die Zweite Klasse ist relativ komfortabel,Klasse,Fem,Nom
"Dieses Gepäckstück ist zu groß, es muss in den Laderaum",Gepäckstück,Neut,Nom
"Dieses Gepäckstück ist zu groß, es muss in den Laderaum",Laderaum,Masc,Acc
"Ihr Handgepäck ist zu groß, es wird nicht in die Ablage passen",Handgepäck,Neut,Nom
"Ihr Handgepäck ist zu groß, es wird nicht in die Ablage passen",Ablage,Fem,Acc
Wegen der Verspätung meines ersten Fluges habe ich meinen Anschluss verpasst,Fluges,Masc,Gen
Man kann vom Kontrollturm aus den ganzen Himmel betrachten,Kontrollturm,Masc,Dat
Man kann vom Kontrollturm aus den ganzen Himmel betrachten,Himmel,Masc,Acc
Die Inlandsflüge starten von einem gesonderten Flughafen,Inlandsflüge,Masc,Nom
Die Inlandsflüge starten von einem gesonderten Flughafen,Flughafen,Masc,Dat
Das ist das Terminal der internationalen Flüge,Terminal,Neut,Nom
Das ist das Terminal der internationalen Flüge,Flüge,Masc,Gen
Welche ist unsere Flugnummer?,Flugnummer,Fem,Nom
Er ist wegen des Jetlags müde,Jetlags,Masc,Gen
Das Boarding hat begonnen,Boarding,Neut,Nom
Wir treten in eine Turbulenzenzone ein,Turbulenzenzone,Fem,Acc
Dreh das Lenkrad nach links,Lenkrad,Neut,Acc
Geh in dieser Kurve zurück in den ersten Gang,Kurve,Fem,Dat
Geh in dieser Kurve zurück in den ersten Gang,Gang,Masc,Acc
Man muss den Auspufftopf auswechseln,Auspufftopf,Masc,Acc
Die Karavelle steuert schnell,Karavelle,Fem,Nom
Der Hund bellt und die Karawane zieht vorüber,Hund,Masc,Nom
Der Hund bellt und die Karawane zieht vorüber,Karawane,Fem,Acc
Die Galeone ist in der Bucht untergegangen,Galeone,Fem,Nom
Der Verkauf der Fregatten verursachte einen diplomatischen Zwischenfall,Verkauf,Masc,Nom
Der Verkauf der Fregatten verursachte einen diplomatischen Zwischenfall,Fregatten,Fem,Gen
Der Verkauf der Fregatten verursachte einen diplomatischen Zwischenfall,Zwischenfall,Masc,Acc
Der Transporter ist bis oben hin voll,Transporter,Masc,Nom
Man kann zu acht in den Pick-up steigen,Pick-up,Fem,Dat
Die Segel waren vom Wind zerrissen worden,Segel,Masc,Nom
Die Segel waren vom Wind zerrissen worden,Wind,Masc,Dat
Die Bremsen versagten plötzlich,Bremsen,Fem,Nom
"Mach deine Scheibe runter, es ist zu heiß",Scheibe,Fem,Acc
Da sind viele zerquetschte Insekten auf der Windschutzscheibe,Insekten,Neut,Nom
Da sind viele zerquetschte Insekten auf der Windschutzscheibe,Windschutzscheibe,Fem,Dat
Drück stark auf das rechte Pedal,Pedal,Neut,Acc
Guck in den Rückspiegel bevor du abbiegst,Guck,Masc,Nom
Guck in den Rückspiegel bevor du abbiegst,Rückspiegel,Masc,Acc
Die Stewardessen versuchen die Passagiere zu beruhigen,Stewardessen,Masc,Nom
Die Stewardessen versuchen die Passagiere zu beruhigen,Passagiere,Masc,Acc
Der Steward läuft durch die Gänge um die Passagiere zu bedienen,Steward,Masc,Nom
Der Steward läuft durch die Gänge um die Passagiere zu bedienen,Gänge,Masc,Acc
Der Steward läuft durch die Gänge um die Passagiere zu bedienen,Passagiere,Masc,Acc
Der Aufbruch des Schiffes steht bevor,Aufbruch,Masc,Nom
Der Aufbruch des Schiffes steht bevor,Schiffes,Neut,Gen
Ich suche die Ankunftshalle,Ankunftshalle,Fem,Acc
Der Propeller des Flugzeuges ist aus Holz,Propeller,Masc,Nom
Der Propeller des Flugzeuges ist aus Holz,Flugzeuges,Neut,Gen
Der Propeller des Flugzeuges ist aus Holz,Holz,Neut,Dat
Das Hinterteil des Flugzeugs wurde neu bemalt,Hinterteil,Neut,Nom
Das Hinterteil des Flugzeugs wurde neu bemalt,Flugzeugs,Neut,Gen
Das Hinterteil des Flugzeugs wurde neu bemalt,bemalt,Masc,Nom
Er hat ein Ersatzrad im Kofferraum,Ersatzrad,Masc,Nom
Er hat ein Ersatzrad im Kofferraum,Kofferraum,Masc,Dat
"Es ist verboten, auf dem Flugzeugflügel zu laufen",Flugzeugflügel,Masc,Dat
"Es wird nicht lange dauern, bis das Flugzeug startet",Flugzeug,Neut,Nom
Das Flugzeug ist unter Schwierigkeiten gelandet,Flugzeug,Neut,Nom
Das Flugzeug ist unter Schwierigkeiten gelandet,Schwierigkeiten,Fem,Dat
Mein Visum läuft in einer Woche aus,Visum,Neut,Nom
Mein Visum läuft in einer Woche aus,Woche,Fem,Dat
Die Flugzeug-Crew sah erschrockener aus als die Passagiere,Flugzeug-Crew,Fem,Nom
Die Flugzeug-Crew sah erschrockener aus als die Passagiere,erschrockener,Masc,Acc
Die Flugzeug-Crew sah erschrockener aus als die Passagiere,Passagiere,Masc,Nom
Man hat den Sattel seines Fahrrads geklaut,Sattel,Neut,Acc
Man hat den Sattel seines Fahrrads geklaut,Fahrrads,Masc,Gen
Seine Hupe macht ein seltsames Geräusch,Hupe,Fem,Nom
Seine Hupe macht ein seltsames Geräusch,Geräusch,Neut,Nom
Ich bräuchte eine Pumpe um den Fahrradreifen aufzupumpen,Pumpe,Fem,Acc
Ich bräuchte eine Pumpe um den Fahrradreifen aufzupumpen,Fahrradreifen,Masc,Acc
Man muss immer ein Reserverad im Falle einer Reifenpanne haben,Reserverad,Masc,Nom
Man muss immer ein Reserverad im Falle einer Reifenpanne haben,Falle,Masc,Dat
Man muss immer ein Reserverad im Falle einer Reifenpanne haben,Reifenpanne,Fem,Gen
Die Batterie ist komplett leer,Batterie,Fem,Nom
Die Autoantenne wurde in der Nacht gestohlen,Autoantenne,Fem,Nom
Die Autoantenne wurde in der Nacht gestohlen,Nacht,Fem,Dat
Ein Kapitän geht immer mit seinem Schiff unter,Kapitän,Masc,Nom
Ein Kapitän geht immer mit seinem Schiff unter,Schiff,Neut,Dat
Es gibt oft Staus auf Höhe dieser Brücke,Staus,Masc,Acc
Es gibt oft Staus auf Höhe dieser Brücke,Höhe,Fem,Dat
Es gibt oft Staus auf Höhe dieser Brücke,Brücke,Fem,Gen
Das Auto hinter uns beschleunigt gerade,Auto,Neut,Nom
Man muss bei der nächsten roten Ampel rechts abbiegen,Ampel,Fem,Dat
Brems das nächste Mal weniger plötzlich,Brems,Neut,Gen
Brems das nächste Mal weniger plötzlich,Mal,Neut,Acc
Das Schiff hat wegen des Nebels die Sirene angeschaltet,Schiff,Neut,Nom
Das Schiff hat wegen des Nebels die Sirene angeschaltet,Nebels,Masc,Gen
Das Schiff hat wegen des Nebels die Sirene angeschaltet,Sirene,Fem,Acc
Diese Rettungsweste könnte dir das Leben retten,Rettungsweste,Masc,Acc
Diese Rettungsweste könnte dir das Leben retten,Leben,Neut,Acc
Die Boje treibt auf der Oberfläche,Oberfläche,Fem,Dat
Sie sägen den Mast ab um das Schiff zu retten,Mast,Masc,Acc
Sie sägen den Mast ab um das Schiff zu retten,Schiff,Neut,Acc
"Leg deinen Sicherheitsgurt an, das ist gefährlich",Leg,Fem,Nom
"Leg deinen Sicherheitsgurt an, das ist gefährlich",Sicherheitsgurt,Masc,Acc
Man muss im Tunnel seine Scheinwerfer anmachen,Tunnel,Masc,Dat
Man muss im Tunnel seine Scheinwerfer anmachen,Scheinwerfer,Masc,Acc
"Mach deinen Blinker an, bevor du abbiegst",Blinker,Masc,Acc
Der Reifen ist wieder wegen der Hitze platt,Reifen,Masc,Nom
Der Reifen ist wieder wegen der Hitze platt,Hitze,Fem,Gen
Das wird nicht in den Kofferraum passen,Kofferraum,Masc,Acc
"Man hat von ihm gefordert, die Scheibenwischer während der Prüfung zu säubern",Scheibenwischer,Masc,Acc
"Man hat von ihm gefordert, die Scheibenwischer während der Prüfung zu säubern",Prüfung,Fem,Gen
Er hatte vorgestern einen Unfall,Unfall,Masc,Acc
Ich hatte eine Tankpanne mitten in der Wüste,Tankpanne,Fem,Acc
