Sentence,Question,Options,Correct Answer
Regionalization is the shift of powers from the capital city to the shires.,Is the word 'shires' a noun or a pronoun?,"Noun, Pronoun",Noun
Centralization is the concentration of powers in the capital of the country.,Is the word 'Centralization' a noun or a pronoun?,"Noun, Pronoun",Noun
Centralization is the concentration of powers in the capital of the country.,Is the word 'concentration' a noun or a pronoun?,"Noun, Pronoun",Noun
Centralization is the concentration of powers in the capital of the country.,Is the word 'powers' a noun or a pronoun?,"Noun, Pronoun",Noun
Centralization is the concentration of powers in the capital of the country.,Is the word 'capital' a noun or a pronoun?,"Noun, Pronoun",Noun
Centralization is the concentration of powers in the capital of the country.,Is the word 'country' a noun or a pronoun?,"Noun, Pronoun",Noun
The referee is expected to be evenhanded.,Is the word 'referee' a noun or a pronoun?,"Noun, Pronoun",Noun
The opposing team is playing with one less player.,Is the word 'team' a noun or a pronoun?,"Noun, Pronoun",Noun
The opposing team is playing with one less player.,Is the word 'player' a noun or a pronoun?,"Noun, Pronoun",Noun
The subsitutes are warming up.,Is the word 'subsitutes' a noun or a pronoun?,"Noun, Pronoun",Noun
One of the forwards got a yellow card.,Is the word 'forwards' a noun or a pronoun?,"Noun, Pronoun",Noun
One of the forwards got a yellow card.,Is the word 'card' a noun or a pronoun?,"Noun, Pronoun",Noun
This player did not deserve that red card.,Is the word 'player' a noun or a pronoun?,"Noun, Pronoun",Noun
This player did not deserve that red card.,Is the word 'card' a noun or a pronoun?,"Noun, Pronoun",Noun
The game was very tight.,Is the word 'game' a noun or a pronoun?,"Noun, Pronoun",Noun
This team scored three goals in one game.,Is the word 'team' a noun or a pronoun?,"Noun, Pronoun",Noun
This team scored three goals in one game.,Is the word 'goals' a noun or a pronoun?,"Noun, Pronoun",Noun
This team scored three goals in one game.,Is the word 'game' a noun or a pronoun?,"Noun, Pronoun",Noun
The defenders have blocked the counter-attack.,Is the word 'defenders' a noun or a pronoun?,"Noun, Pronoun",Noun
The defenders have blocked the counter-attack.,Is the word 'counter' a noun or a pronoun?,"Noun, Pronoun",Noun
The defenders have blocked the counter-attack.,Is the word '-' a noun or a pronoun?,"Noun, Pronoun",Noun
The defenders have blocked the counter-attack.,Is the word 'attack' a noun or a pronoun?,"Noun, Pronoun",Noun
He plays forward in a soccer team.,Is the word 'He' a noun or a pronoun?,"Noun, Pronoun",Pronoun
He plays forward in a soccer team.,Is the word 'soccer' a noun or a pronoun?,"Noun, Pronoun",Noun
He plays forward in a soccer team.,Is the word 'team' a noun or a pronoun?,"Noun, Pronoun",Noun
The final will be held next week.,Is the word 'week' a noun or a pronoun?,"Noun, Pronoun",Noun
Olympic Games are organized every other four years.,Is the word 'years' a noun or a pronoun?,"Noun, Pronoun",Noun
The Greek team got a medal in javelin.,Is the word 'team' a noun or a pronoun?,"Noun, Pronoun",Noun
The Greek team got a medal in javelin.,Is the word 'medal' a noun or a pronoun?,"Noun, Pronoun",Noun
Weight lifting should not be practiced by teenagers.,Is the word 'Weight' a noun or a pronoun?,"Noun, Pronoun",Noun
Weight lifting should not be practiced by teenagers.,Is the word 'lifting' a noun or a pronoun?,"Noun, Pronoun",Noun
Weight lifting should not be practiced by teenagers.,Is the word 'teenagers' a noun or a pronoun?,"Noun, Pronoun",Noun
The storage room of the bus is full.,Is the word 'storage' a noun or a pronoun?,"Noun, Pronoun",Noun
The storage room of the bus is full.,Is the word 'room' a noun or a pronoun?,"Noun, Pronoun",Noun
The storage room of the bus is full.,Is the word 'bus' a noun or a pronoun?,"Noun, Pronoun",Noun
Th train is coming into the station.,Is the word 'train' a noun or a pronoun?,"Noun, Pronoun",Noun
Th train is coming into the station.,Is the word 'station' a noun or a pronoun?,"Noun, Pronoun",Noun
The plane is going to take off soon.,Is the word 'plane' a noun or a pronoun?,"Noun, Pronoun",Noun
The helicopter flies over the demonstration.,Is the word 'helicopter' a noun or a pronoun?,"Noun, Pronoun",Noun
The helicopter flies over the demonstration.,Is the word 'demonstration' a noun or a pronoun?,"Noun, Pronoun",Noun
The car is parked next to the grocer's.,Is the word 'car' a noun or a pronoun?,"Noun, Pronoun",Noun
The car is parked next to the grocer's.,Is the word 'grocer' a noun or a pronoun?,"Noun, Pronoun",Noun
Where did you put my bike?,Is the word 'you' a noun or a pronoun?,"Noun, Pronoun",Pronoun
Where did you put my bike?,Is the word 'my' a noun or a pronoun?,"Noun, Pronoun",Pronoun
Where did you put my bike?,Is the word 'bike' a noun or a pronoun?,"Noun, Pronoun",Noun
Shall we take a taxi or wait for the bus?,Is the word 'we' a noun or a pronoun?,"Noun, Pronoun",Pronoun
Shall we take a taxi or wait for the bus?,Is the word 'taxi' a noun or a pronoun?,"Noun, Pronoun",Noun
Shall we take a taxi or wait for the bus?,Is the word 'bus' a noun or a pronoun?,"Noun, Pronoun",Noun
Boat is cheaper than plane.,Is the word 'plane' a noun or a pronoun?,"Noun, Pronoun",Noun
We will take the ferry to England.,Is the word 'We' a noun or a pronoun?,"Noun, Pronoun",Pronoun
We will take the ferry to England.,Is the word 'ferry' a noun or a pronoun?,"Noun, Pronoun",Noun
You have to take a ferry to cross the river.,Is the word 'You' a noun or a pronoun?,"Noun, Pronoun",Pronoun
You have to take a ferry to cross the river.,Is the word 'ferry' a noun or a pronoun?,"Noun, Pronoun",Noun
You have to take a ferry to cross the river.,Is the word 'river' a noun or a pronoun?,"Noun, Pronoun",Noun
The bark is taking on water slowly.,Is the word 'bark' a noun or a pronoun?,"Noun, Pronoun",Noun
The bark is taking on water slowly.,Is the word 'water' a noun or a pronoun?,"Noun, Pronoun",Noun
The railway station is on the other side of town.,Is the word 'railway' a noun or a pronoun?,"Noun, Pronoun",Noun
The railway station is on the other side of town.,Is the word 'station' a noun or a pronoun?,"Noun, Pronoun",Noun
The railway station is on the other side of town.,Is the word 'side' a noun or a pronoun?,"Noun, Pronoun",Noun
The railway station is on the other side of town.,Is the word 'town' a noun or a pronoun?,"Noun, Pronoun",Noun
They had agreed to meet at the bus station.,Is the word 'They' a noun or a pronoun?,"Noun, Pronoun",Pronoun
They had agreed to meet at the bus station.,Is the word 'bus' a noun or a pronoun?,"Noun, Pronoun",Noun
They had agreed to meet at the bus station.,Is the word 'station' a noun or a pronoun?,"Noun, Pronoun",Noun
The airport is closed because of the snow.,Is the word 'airport' a noun or a pronoun?,"Noun, Pronoun",Noun
The airport is closed because of the snow.,Is the word 'snow' a noun or a pronoun?,"Noun, Pronoun",Noun
The aerodrome is a small airplane area.,Is the word 'aerodrome' a noun or a pronoun?,"Noun, Pronoun",Noun
The aerodrome is a small airplane area.,Is the word 'airplane' a noun or a pronoun?,"Noun, Pronoun",Noun
The aerodrome is a small airplane area.,Is the word 'area' a noun or a pronoun?,"Noun, Pronoun",Noun
The port is closed beacuse of a tempest.,Is the word 'port' a noun or a pronoun?,"Noun, Pronoun",Noun
The port is closed beacuse of a tempest.,Is the word 'beacuse' a noun or a pronoun?,"Noun, Pronoun",Noun
Move your seat back to have some space for your legs.,Is the word 'your' a noun or a pronoun?,"Noun, Pronoun",Pronoun
Move your seat back to have some space for your legs.,Is the word 'seat' a noun or a pronoun?,"Noun, Pronoun",Noun
Move your seat back to have some space for your legs.,Is the word 'space' a noun or a pronoun?,"Noun, Pronoun",Noun
Move your seat back to have some space for your legs.,Is the word 'your' a noun or a pronoun?,"Noun, Pronoun",Pronoun
Move your seat back to have some space for your legs.,Is the word 'legs' a noun or a pronoun?,"Noun, Pronoun",Noun
The engine restarted.,Is the word 'engine' a noun or a pronoun?,"Noun, Pronoun",Noun
We have to put some gasoline in the tank.,Is the word 'We' a noun or a pronoun?,"Noun, Pronoun",Pronoun
We have to put some gasoline in the tank.,Is the word 'gasoline' a noun or a pronoun?,"Noun, Pronoun",Noun
We have to put some gasoline in the tank.,Is the word 'tank' a noun or a pronoun?,"Noun, Pronoun",Noun
Diesel cars consum less gas.,Is the word 'Diesel' a noun or a pronoun?,"Noun, Pronoun",Noun
Diesel cars consum less gas.,Is the word 'cars' a noun or a pronoun?,"Noun, Pronoun",Noun
Diesel cars consum less gas.,Is the word 'gas' a noun or a pronoun?,"Noun, Pronoun",Noun
The oil level is too low.,Is the word 'oil' a noun or a pronoun?,"Noun, Pronoun",Noun
The oil level is too low.,Is the word 'level' a noun or a pronoun?,"Noun, Pronoun",Noun
He drove for three hours straight.,Is the word 'He' a noun or a pronoun?,"Noun, Pronoun",Pronoun
He drove for three hours straight.,Is the word 'hours' a noun or a pronoun?,"Noun, Pronoun",Noun
The plane flies at a low altitude.,Is the word 'plane' a noun or a pronoun?,"Noun, Pronoun",Noun
The plane flies at a low altitude.,Is the word 'altitude' a noun or a pronoun?,"Noun, Pronoun",Noun
He has been controlled by the customs.,Is the word 'He' a noun or a pronoun?,"Noun, Pronoun",Pronoun
He has been controlled by the customs.,Is the word 'customs' a noun or a pronoun?,"Noun, Pronoun",Noun
The controller made them pay a fine.,Is the word 'controller' a noun or a pronoun?,"Noun, Pronoun",Noun
The controller made them pay a fine.,Is the word 'them' a noun or a pronoun?,"Noun, Pronoun",Pronoun
The controller made them pay a fine.,Is the word 'fine' a noun or a pronoun?,"Noun, Pronoun",Noun
The metro is very dirty in this town.,Is the word 'metro' a noun or a pronoun?,"Noun, Pronoun",Noun
The metro is very dirty in this town.,Is the word 'town' a noun or a pronoun?,"Noun, Pronoun",Noun
The truck braked suddenly.,Is the word 'truck' a noun or a pronoun?,"Noun, Pronoun",Noun
He got a motorcycle accident.,Is the word 'He' a noun or a pronoun?,"Noun, Pronoun",Pronoun
He got a motorcycle accident.,Is the word 'motorcycle' a noun or a pronoun?,"Noun, Pronoun",Noun
He got a motorcycle accident.,Is the word 'accident' a noun or a pronoun?,"Noun, Pronoun",Noun
The scooter overtook the car by its right side.,Is the word 'scooter' a noun or a pronoun?,"Noun, Pronoun",Noun
The scooter overtook the car by its right side.,Is the word 'car' a noun or a pronoun?,"Noun, Pronoun",Noun
The scooter overtook the car by its right side.,Is the word 'its' a noun or a pronoun?,"Noun, Pronoun",Pronoun
The scooter overtook the car by its right side.,Is the word 'side' a noun or a pronoun?,"Noun, Pronoun",Noun
"I am going to get the tickets, I will be right back.",Is the word 'I' a noun or a pronoun?,"Noun, Pronoun",Pronoun
"I am going to get the tickets, I will be right back.",Is the word 'tickets' a noun or a pronoun?,"Noun, Pronoun",Noun
"I am going to get the tickets, I will be right back.",Is the word 'I' a noun or a pronoun?,"Noun, Pronoun",Pronoun
"If you are controlled without a ticket in the metro, you will be given a fine.",Is the word 'you' a noun or a pronoun?,"Noun, Pronoun",Pronoun
"If you are controlled without a ticket in the metro, you will be given a fine.",Is the word 'ticket' a noun or a pronoun?,"Noun, Pronoun",Noun
"If you are controlled without a ticket in the metro, you will be given a fine.",Is the word 'metro' a noun or a pronoun?,"Noun, Pronoun",Noun
"If you are controlled without a ticket in the metro, you will be given a fine.",Is the word 'you' a noun or a pronoun?,"Noun, Pronoun",Pronoun
"If you are controlled without a ticket in the metro, you will be given a fine.",Is the word 'fine' a noun or a pronoun?,"Noun, Pronoun",Noun
A single ticket to Rio please.,Is the word 'ticket' a noun or a pronoun?,"Noun, Pronoun",Noun
The round-trip is the same price as the single ticket.,Is the word 'trip' a noun or a pronoun?,"Noun, Pronoun",Noun
The round-trip is the same price as the single ticket.,Is the word 'price' a noun or a pronoun?,"Noun, Pronoun",Noun
The round-trip is the same price as the single ticket.,Is the word 'ticket' a noun or a pronoun?,"Noun, Pronoun",Noun
He packed without saying a word.,Is the word 'He' a noun or a pronoun?,"Noun, Pronoun",Pronoun
He packed without saying a word.,Is the word 'word' a noun or a pronoun?,"Noun, Pronoun",Noun
"Take a backpack, it will be more practical.",Is the word 'backpack' a noun or a pronoun?,"Noun, Pronoun",Noun
"Take a backpack, it will be more practical.",Is the word 'it' a noun or a pronoun?,"Noun, Pronoun",Pronoun
The submarine sank next to the shore.,Is the word 'submarine' a noun or a pronoun?,"Noun, Pronoun",Noun
The submarine sank next to the shore.,Is the word 'shore' a noun or a pronoun?,"Noun, Pronoun",Noun
You have to show your passport every time.,Is the word 'You' a noun or a pronoun?,"Noun, Pronoun",Pronoun
You have to show your passport every time.,Is the word 'your' a noun or a pronoun?,"Noun, Pronoun",Pronoun
You have to show your passport every time.,Is the word 'passport' a noun or a pronoun?,"Noun, Pronoun",Noun
You have to show your passport every time.,Is the word 'time' a noun or a pronoun?,"Noun, Pronoun",Noun
Your seat is at the back of the bus.,Is the word 'Your' a noun or a pronoun?,"Noun, Pronoun",Pronoun
Your seat is at the back of the bus.,Is the word 'seat' a noun or a pronoun?,"Noun, Pronoun",Noun
Your seat is at the back of the bus.,Is the word 'back' a noun or a pronoun?,"Noun, Pronoun",Noun
Your seat is at the back of the bus.,Is the word 'bus' a noun or a pronoun?,"Noun, Pronoun",Noun
