Satz,Frage,Optionen,Richtige Antwort
"Das ist diese Bank, die den vorteilhaftesten Kredit vorschlägt",Was ist das Geschlecht des Wortes 'Bank'?,"['maskulin', 'feminin', 'neutral']",['Fem']
"Das ist diese Bank, die den vorteilhaftesten Kredit vorschlägt",Welcher Fall wird für das Wort 'Bank' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
"Das ist diese Bank, die den vorteilhaftesten Kredit vorschlägt",Was ist das Geschlecht des Wortes 'Kredit'?,"['maskulin', 'feminin', 'neutral']",['Masc']
"Das ist diese Bank, die den vorteilhaftesten Kredit vorschlägt",Welcher Fall wird für das Wort 'Kredit' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
Diese Situation ist unvorteilhaft für mich,Was ist das Geschlecht des Wortes 'Situation'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Diese Situation ist unvorteilhaft für mich,Welcher Fall wird für das Wort 'Situation' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
"Die Beherrschung von Sprachen ist ein Pluspunkt, welches auch immer das Arbeitsgebiet ist",Was ist das Geschlecht des Wortes 'Beherrschung'?,"['maskulin', 'feminin', 'neutral']",['Fem']
"Die Beherrschung von Sprachen ist ein Pluspunkt, welches auch immer das Arbeitsgebiet ist",Welcher Fall wird für das Wort 'Beherrschung' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
"Die Beherrschung von Sprachen ist ein Pluspunkt, welches auch immer das Arbeitsgebiet ist",Was ist das Geschlecht des Wortes 'Sprachen'?,"['maskulin', 'feminin', 'neutral']",['Fem']
"Die Beherrschung von Sprachen ist ein Pluspunkt, welches auch immer das Arbeitsgebiet ist",Welcher Fall wird für das Wort 'Sprachen' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Dat']
"Die Beherrschung von Sprachen ist ein Pluspunkt, welches auch immer das Arbeitsgebiet ist",Was ist das Geschlecht des Wortes 'Pluspunkt'?,"['maskulin', 'feminin', 'neutral']",['Masc']
"Die Beherrschung von Sprachen ist ein Pluspunkt, welches auch immer das Arbeitsgebiet ist",Welcher Fall wird für das Wort 'Pluspunkt' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
"Die Beherrschung von Sprachen ist ein Pluspunkt, welches auch immer das Arbeitsgebiet ist",Was ist das Geschlecht des Wortes 'Arbeitsgebiet'?,"['maskulin', 'feminin', 'neutral']",['Neut']
"Die Beherrschung von Sprachen ist ein Pluspunkt, welches auch immer das Arbeitsgebiet ist",Welcher Fall wird für das Wort 'Arbeitsgebiet' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Seine Bemühungen waren belohnt worden,Was ist das Geschlecht des Wortes 'Bemühungen'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Seine Bemühungen waren belohnt worden,Welcher Fall wird für das Wort 'Bemühungen' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Man muss die Schwierigkeit der Arbeit relativisieren,Was ist das Geschlecht des Wortes 'Schwierigkeit'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Man muss die Schwierigkeit der Arbeit relativisieren,Welcher Fall wird für das Wort 'Schwierigkeit' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
Man muss die Schwierigkeit der Arbeit relativisieren,Was ist das Geschlecht des Wortes 'Arbeit'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Man muss die Schwierigkeit der Arbeit relativisieren,Welcher Fall wird für das Wort 'Arbeit' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Gen']
Ein Engel ist ihm im Traum erschienen,Was ist das Geschlecht des Wortes 'Engel'?,"['maskulin', 'feminin', 'neutral']",['Masc']
Ein Engel ist ihm im Traum erschienen,Welcher Fall wird für das Wort 'Engel' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Ein Engel ist ihm im Traum erschienen,Was ist das Geschlecht des Wortes 'Traum'?,"['maskulin', 'feminin', 'neutral']",['Masc']
Ein Engel ist ihm im Traum erschienen,Welcher Fall wird für das Wort 'Traum' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Dat']
Er hatte ein Kreuz um den Hals,Was ist das Geschlecht des Wortes 'Kreuz'?,"['maskulin', 'feminin', 'neutral']",['Neut']
Er hatte ein Kreuz um den Hals,Welcher Fall wird für das Wort 'Kreuz' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
Er hatte ein Kreuz um den Hals,Was ist das Geschlecht des Wortes 'Hals'?,"['maskulin', 'feminin', 'neutral']",['Masc']
Er hatte ein Kreuz um den Hals,Welcher Fall wird für das Wort 'Hals' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
Er glaubt nicht an den Teufel,Was ist das Geschlecht des Wortes 'Teufel'?,"['maskulin', 'feminin', 'neutral']",['Masc']
Er glaubt nicht an den Teufel,Welcher Fall wird für das Wort 'Teufel' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
Artemis ist die Göttin der Jagd,Was ist das Geschlecht des Wortes 'Artemis'?,"['maskulin', 'feminin', 'neutral']",['Masc']
Artemis ist die Göttin der Jagd,Welcher Fall wird für das Wort 'Artemis' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Artemis ist die Göttin der Jagd,Was ist das Geschlecht des Wortes 'Göttin'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Artemis ist die Göttin der Jagd,Welcher Fall wird für das Wort 'Göttin' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Artemis ist die Göttin der Jagd,Was ist das Geschlecht des Wortes 'Jagd'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Artemis ist die Göttin der Jagd,Welcher Fall wird für das Wort 'Jagd' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Gen']
Der hat die Jungfrau Maria im Traum gesehen,Was ist das Geschlecht des Wortes 'Jungfrau'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Der hat die Jungfrau Maria im Traum gesehen,Welcher Fall wird für das Wort 'Jungfrau' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Der hat die Jungfrau Maria im Traum gesehen,Was ist das Geschlecht des Wortes 'Traum'?,"['maskulin', 'feminin', 'neutral']",['Masc']
Der hat die Jungfrau Maria im Traum gesehen,Welcher Fall wird für das Wort 'Traum' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Dat']
Dieses Dreieck repräsentiert die heilige Dreifaltigkeit,Was ist das Geschlecht des Wortes 'Dreieck'?,"['maskulin', 'feminin', 'neutral']",['Neut']
Dieses Dreieck repräsentiert die heilige Dreifaltigkeit,Welcher Fall wird für das Wort 'Dreieck' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Dieses Dreieck repräsentiert die heilige Dreifaltigkeit,Was ist das Geschlecht des Wortes 'Dreifaltigkeit'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Dieses Dreieck repräsentiert die heilige Dreifaltigkeit,Welcher Fall wird für das Wort 'Dreifaltigkeit' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
Sie sind praktizierende Katholiken,Was ist das Geschlecht des Wortes 'Katholiken'?,"['maskulin', 'feminin', 'neutral']",['Masc']
Sie sind praktizierende Katholiken,Welcher Fall wird für das Wort 'Katholiken' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Der Katholizismus ist eine der Ausrichtungen des Christentums,Was ist das Geschlecht des Wortes 'Katholizismus'?,"['maskulin', 'feminin', 'neutral']",['Masc']
Der Katholizismus ist eine der Ausrichtungen des Christentums,Welcher Fall wird für das Wort 'Katholizismus' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Der Katholizismus ist eine der Ausrichtungen des Christentums,Was ist das Geschlecht des Wortes 'Ausrichtungen'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Der Katholizismus ist eine der Ausrichtungen des Christentums,Welcher Fall wird für das Wort 'Ausrichtungen' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Gen']
Der Katholizismus ist eine der Ausrichtungen des Christentums,Was ist das Geschlecht des Wortes 'Christentums'?,"['maskulin', 'feminin', 'neutral']",['Neut']
Der Katholizismus ist eine der Ausrichtungen des Christentums,Welcher Fall wird für das Wort 'Christentums' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Gen']
Protestanten wurden während der Bartholomäusnacht ermordet,Was ist das Geschlecht des Wortes 'Protestanten'?,"['maskulin', 'feminin', 'neutral']",['Masc']
Protestanten wurden während der Bartholomäusnacht ermordet,Welcher Fall wird für das Wort 'Protestanten' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Protestanten wurden während der Bartholomäusnacht ermordet,Was ist das Geschlecht des Wortes 'Bartholomäusnacht'?,"['maskulin', 'feminin', 'neutral']",['Masc']
Protestanten wurden während der Bartholomäusnacht ermordet,Welcher Fall wird für das Wort 'Bartholomäusnacht' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Der Protestantismus ist wegen einer starken Unterdrückung zurückgegangen,Was ist das Geschlecht des Wortes 'Protestantismus'?,"['maskulin', 'feminin', 'neutral']",['Masc']
Der Protestantismus ist wegen einer starken Unterdrückung zurückgegangen,Welcher Fall wird für das Wort 'Protestantismus' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Die Hindus repräsentieren den größten Teil der indischen Bevölkerung,Was ist das Geschlecht des Wortes 'Hindus'?,"['maskulin', 'feminin', 'neutral']",['Masc']
Die Hindus repräsentieren den größten Teil der indischen Bevölkerung,Welcher Fall wird für das Wort 'Hindus' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Die Hindus repräsentieren den größten Teil der indischen Bevölkerung,Was ist das Geschlecht des Wortes 'Teil'?,"['maskulin', 'feminin', 'neutral']",['Masc']
Die Hindus repräsentieren den größten Teil der indischen Bevölkerung,Welcher Fall wird für das Wort 'Teil' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
Die Hindus repräsentieren den größten Teil der indischen Bevölkerung,Was ist das Geschlecht des Wortes 'Bevölkerung'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Die Hindus repräsentieren den größten Teil der indischen Bevölkerung,Welcher Fall wird für das Wort 'Bevölkerung' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Gen']
"Viele finden, dass der Hinduismus streng genommen keine Religion ist",Was ist das Geschlecht des Wortes 'Hinduismus'?,"['maskulin', 'feminin', 'neutral']",['Masc']
"Viele finden, dass der Hinduismus streng genommen keine Religion ist",Welcher Fall wird für das Wort 'Hinduismus' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
"Viele finden, dass der Hinduismus streng genommen keine Religion ist",Was ist das Geschlecht des Wortes 'Religion'?,"['maskulin', 'feminin', 'neutral']",['Fem']
"Viele finden, dass der Hinduismus streng genommen keine Religion ist",Welcher Fall wird für das Wort 'Religion' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Das ist der Patenonkel meiner Kinder,Was ist das Geschlecht des Wortes 'Patenonkel'?,"['maskulin', 'feminin', 'neutral']",['Masc']
Das ist der Patenonkel meiner Kinder,Welcher Fall wird für das Wort 'Patenonkel' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Das ist der Patenonkel meiner Kinder,Was ist das Geschlecht des Wortes 'Kinder'?,"['maskulin', 'feminin', 'neutral']",['Neut']
Das ist der Patenonkel meiner Kinder,Welcher Fall wird für das Wort 'Kinder' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Gen']
Ihre Patentante hat sie mit Geschenken überhäuft,Was ist das Geschlecht des Wortes 'Patentante'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Ihre Patentante hat sie mit Geschenken überhäuft,Welcher Fall wird für das Wort 'Patentante' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
Ihre Patentante hat sie mit Geschenken überhäuft,Was ist das Geschlecht des Wortes 'Geschenken'?,"['maskulin', 'feminin', 'neutral']",['Neut']
Ihre Patentante hat sie mit Geschenken überhäuft,Welcher Fall wird für das Wort 'Geschenken' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Dat']
Die Patentante sieht ihre Patensöhne von Zeit zu Zeit,Was ist das Geschlecht des Wortes 'Patentante'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Die Patentante sieht ihre Patensöhne von Zeit zu Zeit,Welcher Fall wird für das Wort 'Patentante' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Die Patentante sieht ihre Patensöhne von Zeit zu Zeit,Was ist das Geschlecht des Wortes 'Patensöhne'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Die Patentante sieht ihre Patensöhne von Zeit zu Zeit,Welcher Fall wird für das Wort 'Patensöhne' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
Die Patentante sieht ihre Patensöhne von Zeit zu Zeit,Was ist das Geschlecht des Wortes 'Zeit'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Die Patentante sieht ihre Patensöhne von Zeit zu Zeit,Welcher Fall wird für das Wort 'Zeit' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Dat']
Die Patentante sieht ihre Patensöhne von Zeit zu Zeit,Was ist das Geschlecht des Wortes 'Zeit'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Die Patentante sieht ihre Patensöhne von Zeit zu Zeit,Welcher Fall wird für das Wort 'Zeit' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Dat']
Sie hat eine Patentochter und zwei Patensöhne,Was ist das Geschlecht des Wortes 'Patentochter'?,"['maskulin', 'feminin', 'neutral']",['Masc']
Sie hat eine Patentochter und zwei Patensöhne,Welcher Fall wird für das Wort 'Patentochter' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
Sie hat eine Patentochter und zwei Patensöhne,Was ist das Geschlecht des Wortes 'Patensöhne'?,"['maskulin', 'feminin', 'neutral']",['Neut']
Sie hat eine Patentochter und zwei Patensöhne,Welcher Fall wird für das Wort 'Patensöhne' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
Die Einäscherung hat nur einige Minuten gedauert,Was ist das Geschlecht des Wortes 'Einäscherung'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Die Einäscherung hat nur einige Minuten gedauert,Welcher Fall wird für das Wort 'Einäscherung' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Die Einäscherung hat nur einige Minuten gedauert,Was ist das Geschlecht des Wortes 'Minuten'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Die Einäscherung hat nur einige Minuten gedauert,Welcher Fall wird für das Wort 'Minuten' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
Er hat sich über dem Grabe seiner Eltern gesammelt,Was ist das Geschlecht des Wortes 'Grabe'?,"['maskulin', 'feminin', 'neutral']",['Neut']
Er hat sich über dem Grabe seiner Eltern gesammelt,Welcher Fall wird für das Wort 'Grabe' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Dat']
Die Bestattungsriten haben die ganze Nacht gedauert,Was ist das Geschlecht des Wortes 'Bestattungsriten'?,"['maskulin', 'feminin', 'neutral']",['Masc']
Die Bestattungsriten haben die ganze Nacht gedauert,Welcher Fall wird für das Wort 'Bestattungsriten' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Die Bestattungsriten haben die ganze Nacht gedauert,Was ist das Geschlecht des Wortes 'Nacht'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Die Bestattungsriten haben die ganze Nacht gedauert,Welcher Fall wird für das Wort 'Nacht' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
"Wir schaffen nicht, um unseren Vater zu trauern",Was ist das Geschlecht des Wortes 'Vater'?,"['maskulin', 'feminin', 'neutral']",['Masc']
"Wir schaffen nicht, um unseren Vater zu trauern",Welcher Fall wird für das Wort 'Vater' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
Die Buddhisten glauben an die Reinkarnation,Was ist das Geschlecht des Wortes 'Buddhisten'?,"['maskulin', 'feminin', 'neutral']",['Masc']
Die Buddhisten glauben an die Reinkarnation,Welcher Fall wird für das Wort 'Buddhisten' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Die Buddhisten glauben an die Reinkarnation,Was ist das Geschlecht des Wortes 'Reinkarnation'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Die Buddhisten glauben an die Reinkarnation,Welcher Fall wird für das Wort 'Reinkarnation' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
"Es ist Mittag, die Glocken läuten",Was ist das Geschlecht des Wortes 'Mittag'?,"['maskulin', 'feminin', 'neutral']",['Masc']
"Es ist Mittag, die Glocken läuten",Welcher Fall wird für das Wort 'Mittag' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
"Es ist Mittag, die Glocken läuten",Was ist das Geschlecht des Wortes 'Glocken'?,"['maskulin', 'feminin', 'neutral']",['Fem']
"Es ist Mittag, die Glocken läuten",Welcher Fall wird für das Wort 'Glocken' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
Er ist während der Osterferien weggefahren,Was ist das Geschlecht des Wortes 'Osterferien'?,"['maskulin', 'feminin', 'neutral']",['Neut']
Er ist während der Osterferien weggefahren,Welcher Fall wird für das Wort 'Osterferien' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Gen']
Karfreitag ist ein Feiertag,Was ist das Geschlecht des Wortes 'Karfreitag'?,"['maskulin', 'feminin', 'neutral']",['Masc']
Karfreitag ist ein Feiertag,Welcher Fall wird für das Wort 'Karfreitag' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Karfreitag ist ein Feiertag,Was ist das Geschlecht des Wortes 'Feiertag'?,"['maskulin', 'feminin', 'neutral']",['Masc']
Karfreitag ist ein Feiertag,Welcher Fall wird für das Wort 'Feiertag' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Er war vom Papst höchstpersönlich gesegnet worden,Was ist das Geschlecht des Wortes 'Papst'?,"['maskulin', 'feminin', 'neutral']",['Masc']
Er war vom Papst höchstpersönlich gesegnet worden,Welcher Fall wird für das Wort 'Papst' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Dat']
Blasphemie wird in diesem Land mit dem Tode bestraft,Was ist das Geschlecht des Wortes 'Blasphemie'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Blasphemie wird in diesem Land mit dem Tode bestraft,Welcher Fall wird für das Wort 'Blasphemie' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Blasphemie wird in diesem Land mit dem Tode bestraft,Was ist das Geschlecht des Wortes 'Land'?,"['maskulin', 'feminin', 'neutral']",['Neut']
Blasphemie wird in diesem Land mit dem Tode bestraft,Welcher Fall wird für das Wort 'Land' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Dat']
Blasphemie wird in diesem Land mit dem Tode bestraft,Was ist das Geschlecht des Wortes 'Tode'?,"['maskulin', 'feminin', 'neutral']",['Masc']
Blasphemie wird in diesem Land mit dem Tode bestraft,Welcher Fall wird für das Wort 'Tode' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Dat']
Er hat ihm aus Nächstenliebe ein Geldstück gegeben,Was ist das Geschlecht des Wortes 'Nächstenliebe'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Er hat ihm aus Nächstenliebe ein Geldstück gegeben,Welcher Fall wird für das Wort 'Nächstenliebe' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Dat']
Er hat ihm aus Nächstenliebe ein Geldstück gegeben,Was ist das Geschlecht des Wortes 'Geldstück'?,"['maskulin', 'feminin', 'neutral']",['Neut']
Er hat ihm aus Nächstenliebe ein Geldstück gegeben,Welcher Fall wird für das Wort 'Geldstück' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
Trink auf keinen Fall gesegnetes Wasser,Was ist das Geschlecht des Wortes 'Fall'?,"['maskulin', 'feminin', 'neutral']",['Masc']
Trink auf keinen Fall gesegnetes Wasser,Welcher Fall wird für das Wort 'Fall' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
